Start_point, End_point, Cell, Delay
,,,
instr[4], riscv/dp/_19642_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19642_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19642_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19642_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19642_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19642_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19642_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19642_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19642_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19642_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19642_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19642_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19642_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19642_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19642_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19642_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19642_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19642_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19642_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19642_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19642_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19642_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19642_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19642_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19642_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19642_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19642_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19642_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19642_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19642_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19642_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19642_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19642_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19642_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19642_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19642_, AO21x1_ASAP7_75t_R,  21.48
instr[4], riscv/dp/_19642_, OA211x2_ASAP7_75t_R,  57.65
instr[4], riscv/dp/_19642_, AND2x2_ASAP7_75t_R,  40.07
instr[4], riscv/dp/_19642_, AO221x1_ASAP7_75t_R,  20.65
instr[4], riscv/dp/_19642_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_19382_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19382_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19382_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19382_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19382_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19382_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19382_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19382_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19382_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19382_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19382_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19382_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19382_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19382_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19382_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19382_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19382_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19382_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19382_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19382_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19382_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19382_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19382_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19382_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19382_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19382_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19382_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19382_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19382_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19382_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19382_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19382_, AO22x1_ASAP7_75t_R,  91.58
instr[4], riscv/dp/_19382_, AO21x1_ASAP7_75t_R,  22.19
instr[4], riscv/dp/_19382_, AND4x2_ASAP7_75t_R,  35.38
instr[4], riscv/dp/_19382_, AO21x1_ASAP7_75t_R,  23.80
instr[4], riscv/dp/_19382_, NAND2x1_ASAP7_75t_R,   8.79
instr[4], riscv/dp/_19382_, AO222x2_ASAP7_75t_R,  19.58
instr[4], riscv/dp/_19382_, INVx1_ASAP7_75t_R, 5.83
instr[4], riscv/dp/_19382_, OA31x2_ASAP7_75t_R,  36.92
instr[4], riscv/dp/_19382_, AO21x1_ASAP7_75t_R,  69.93
instr[4], riscv/dp/_19382_, DFFLQNx2_ASAP7_75t_R,   0.00
,,,
instr[4], riscv/dp/_19002_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19002_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19002_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19002_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19002_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19002_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19002_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19002_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19002_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19002_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19002_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19002_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19002_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19002_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19002_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19002_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19002_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19002_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19002_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19002_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19002_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19002_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19002_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19002_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19002_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19002_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19002_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19002_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19002_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19002_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19002_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19002_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19002_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19002_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19002_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19002_, AO21x1_ASAP7_75t_R,  21.48
instr[4], riscv/dp/_19002_, OA211x2_ASAP7_75t_R,  57.65
instr[4], riscv/dp/_19002_, AND2x2_ASAP7_75t_R,  39.91
instr[4], riscv/dp/_19002_, AO221x1_ASAP7_75t_R,  20.87
instr[4], riscv/dp/_19002_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_18867_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_18867_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_18867_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_18867_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_18867_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_18867_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_18867_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_18867_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_18867_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_18867_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_18867_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_18867_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_18867_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_18867_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_18867_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_18867_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_18867_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_18867_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_18867_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_18867_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_18867_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_18867_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_18867_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_18867_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_18867_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_18867_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_18867_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_18867_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_18867_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_18867_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_18867_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_18867_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_18867_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_18867_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_18867_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_18867_, AO21x1_ASAP7_75t_R,  18.63
instr[4], riscv/dp/_18867_, AO21x1_ASAP7_75t_R,  14.63
instr[4], riscv/dp/_18867_, OA31x2_ASAP7_75t_R,  40.74
instr[4], riscv/dp/_18867_, OA21x2_ASAP7_75t_R,  63.81
instr[4], riscv/dp/_18867_, DFFLQNx2_ASAP7_75t_R,   0.00
,,,
instr[4], riscv/dp/_18926_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_18926_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_18926_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_18926_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_18926_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_18926_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_18926_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_18926_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_18926_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_18926_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_18926_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_18926_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_18926_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_18926_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_18926_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_18926_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_18926_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_18926_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_18926_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_18926_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_18926_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_18926_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_18926_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_18926_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_18926_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_18926_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_18926_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_18926_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_18926_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_18926_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_18926_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_18926_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_18926_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_18926_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_18926_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_18926_, AO21x1_ASAP7_75t_R,  19.12
instr[4], riscv/dp/_18926_, OA21x2_ASAP7_75t_R,  17.35
instr[4], riscv/dp/_18926_, OA31x2_ASAP7_75t_R,  47.87
instr[4], riscv/dp/_18926_, OA21x2_ASAP7_75t_R,  53.19
instr[4], riscv/dp/_18926_, DFFLQNx2_ASAP7_75t_R,   0.00
,,,
riscv/dp/_19901_, riscv/dp/_19742_, DFFASRHQNx1_ASAP7_75t_R,  84.04  
riscv/dp/_19901_, riscv/dp/_19742_, OR4x1_ASAP7_75t_R,  37.76 
riscv/dp/_19901_, riscv/dp/_19742_, NOR2x1_ASAP7_75t_R,  10.41 
riscv/dp/_19901_, riscv/dp/_19742_, AND4x2_ASAP7_75t_R,  44.62 
riscv/dp/_19901_, riscv/dp/_19742_, AO22x2_ASAP7_75t_R,  37.57 
riscv/dp/_19901_, riscv/dp/_19742_, INVx1_ASAP7_75t_R,20.42 
riscv/dp/_19901_, riscv/dp/_19742_, OR5x2_ASAP7_75t_R,  77.35 
riscv/dp/_19901_, riscv/dp/_19742_, AND2x2_ASAP7_75t_R, 131.74 
riscv/dp/_19901_, riscv/dp/_19742_, BUFx16f_ASAP7_75t_R,23.84 
riscv/dp/_19901_, riscv/dp/_19742_, BUFx16f_ASAP7_75t_R,29.73 
riscv/dp/_19901_, riscv/dp/_19742_, BUFx16f_ASAP7_75t_R,72.47 
riscv/dp/_19901_, riscv/dp/_19742_, AO221x1_ASAP7_75t_R,  37.62 
riscv/dp/_19901_, riscv/dp/_19742_, OA211x2_ASAP7_75t_R,  27.61 
riscv/dp/_19901_, riscv/dp/_19742_, AO221x2_ASAP7_75t_R,  35.54 
riscv/dp/_19901_, riscv/dp/_19742_, NAND2x2_ASAP7_75t_R,  25.24 
riscv/dp/_19901_, riscv/dp/_19742_, HAxp5_ASAP7_75t_R,  61.82 
riscv/dp/_19901_, riscv/dp/_19742_, OR2x2_ASAP7_75t_R,  27.60 
riscv/dp/_19901_, riscv/dp/_19742_, AO21x1_ASAP7_75t_R,  13.28 
riscv/dp/_19901_, riscv/dp/_19742_, AO21x1_ASAP7_75t_R,  12.93 
riscv/dp/_19901_, riscv/dp/_19742_, OA211x2_ASAP7_75t_R,  18.95 
riscv/dp/_19901_, riscv/dp/_19742_, OA31x2_ASAP7_75t_R,  25.34 
riscv/dp/_19901_, riscv/dp/_19742_, OA31x2_ASAP7_75t_R,  26.90 
riscv/dp/_19901_, riscv/dp/_19742_, OA21x2_ASAP7_75t_R,  21.89
riscv/dp/_19901_, riscv/dp/_19742_, OA21x2_ASAP7_75t_R,  20.73
riscv/dp/_19901_, riscv/dp/_19742_, OR2x2_ASAP7_75t_R,  16.44
riscv/dp/_19901_, riscv/dp/_19742_, AO21x1_ASAP7_75t_R,  14.49
riscv/dp/_19901_, riscv/dp/_19742_, NAND2x1_ASAP7_75t_R,  10.66
riscv/dp/_19901_, riscv/dp/_19742_, FAx1_ASAP7_75t_R,  26.94
riscv/dp/_19901_, riscv/dp/_19742_, XNOR2x1_ASAP7_75t_R,  12.94
riscv/dp/_19901_, riscv/dp/_19742_, OAI22x1_ASAP7_75t_R,  11.98
riscv/dp/_19901_, riscv/dp/_19742_, AO221x1_ASAP7_75t_R,  22.29
riscv/dp/_19901_, riscv/dp/_19742_, AO22x1_ASAP7_75t_R,  21.66
riscv/dp/_19901_, riscv/dp/_19742_, AO31x2_ASAP7_75t_R,  78.49
riscv/dp/_19901_, riscv/dp/_19742_, NOR3x2_ASAP7_75t_R, 170.10
riscv/dp/_19901_, riscv/dp/_19742_, AO22x1_ASAP7_75t_R,  91.58
riscv/dp/_19901_, riscv/dp/_19742_, AO21x1_ASAP7_75t_R,  22.19
riscv/dp/_19901_, riscv/dp/_19742_, AND4x2_ASAP7_75t_R,  35.38
riscv/dp/_19901_, riscv/dp/_19742_, AO21x1_ASAP7_75t_R,  23.12
riscv/dp/_19901_, riscv/dp/_19742_, NAND2x1_ASAP7_75t_R,   8.27
riscv/dp/_19901_, riscv/dp/_19742_, AO32x2_ASAP7_75t_R,  25.63
riscv/dp/_19901_, riscv/dp/_19742_, INVx1_ASAP7_75t_R, 9.36
riscv/dp/_19901_, riscv/dp/_19742_, OA211x2_ASAP7_75t_R,  25.73
riscv/dp/_19901_, riscv/dp/_19742_, AO22x2_ASAP7_75t_R,  40.12
riscv/dp/_19901_, riscv/dp/_19742_, AO21x1_ASAP7_75t_R,  44.56
riscv/dp/_19901_, riscv/dp/_19742_, DFFLQNx2_ASAP7_75t_R,   0.00
,,,
instr[4], riscv/dp/_19150_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19150_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19150_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19150_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19150_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19150_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19150_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19150_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19150_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19150_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19150_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19150_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19150_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19150_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19150_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19150_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19150_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19150_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19150_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19150_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19150_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19150_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19150_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19150_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19150_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19150_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19150_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19150_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19150_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19150_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19150_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19150_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19150_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19150_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19150_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19150_, AO21x1_ASAP7_75t_R,  19.12
instr[4], riscv/dp/_19150_, OA21x2_ASAP7_75t_R,  17.35
instr[4], riscv/dp/_19150_, OA31x2_ASAP7_75t_R,  47.87
instr[4], riscv/dp/_19150_, AO21x1_ASAP7_75t_R,  53.31
instr[4], riscv/dp/_19150_, DFFLQNx2_ASAP7_75t_R,   0.01
,,,
instr[4], riscv/dp/_19098_, BUFx2_ASAP7_75t_R,10.86 
instr[4], riscv/dp/_19098_, AO22x2_ASAP7_75t_R,  33.06 
instr[4], riscv/dp/_19098_, INVx1_ASAP7_75t_R,20.42 
instr[4], riscv/dp/_19098_, OR5x2_ASAP7_75t_R,  77.35 
instr[4], riscv/dp/_19098_, AND2x2_ASAP7_75t_R, 131.74 
instr[4], riscv/dp/_19098_, BUFx16f_ASAP7_75t_R,23.84 
instr[4], riscv/dp/_19098_, BUFx16f_ASAP7_75t_R,29.73 
instr[4], riscv/dp/_19098_, BUFx16f_ASAP7_75t_R,72.47 
instr[4], riscv/dp/_19098_, AO221x1_ASAP7_75t_R,  37.62 
instr[4], riscv/dp/_19098_, OA211x2_ASAP7_75t_R,  27.61 
instr[4], riscv/dp/_19098_, AO221x2_ASAP7_75t_R,  35.54 
instr[4], riscv/dp/_19098_, NAND2x2_ASAP7_75t_R,  25.24 
instr[4], riscv/dp/_19098_, HAxp5_ASAP7_75t_R,  61.82 
instr[4], riscv/dp/_19098_, OR2x2_ASAP7_75t_R,  27.60 
instr[4], riscv/dp/_19098_, AO21x1_ASAP7_75t_R,  13.28 
instr[4], riscv/dp/_19098_, AO21x1_ASAP7_75t_R,  12.93 
instr[4], riscv/dp/_19098_, OA211x2_ASAP7_75t_R,  18.95 
instr[4], riscv/dp/_19098_, OA31x2_ASAP7_75t_R,  25.34 
instr[4], riscv/dp/_19098_, OA31x2_ASAP7_75t_R,  26.90 
instr[4], riscv/dp/_19098_, OA21x2_ASAP7_75t_R,  21.89
instr[4], riscv/dp/_19098_, OA21x2_ASAP7_75t_R,  20.73
instr[4], riscv/dp/_19098_, OR2x2_ASAP7_75t_R,  16.44
instr[4], riscv/dp/_19098_, AO21x1_ASAP7_75t_R,  14.49
instr[4], riscv/dp/_19098_, NAND2x1_ASAP7_75t_R,  10.66
instr[4], riscv/dp/_19098_, FAx1_ASAP7_75t_R,  26.94
instr[4], riscv/dp/_19098_, XNOR2x1_ASAP7_75t_R,  12.94
instr[4], riscv/dp/_19098_, OAI22x1_ASAP7_75t_R,  11.98
instr[4], riscv/dp/_19098_, AO221x1_ASAP7_75t_R,  22.29
instr[4], riscv/dp/_19098_, AO22x1_ASAP7_75t_R,  21.66
instr[4], riscv/dp/_19098_, AO31x2_ASAP7_75t_R,  78.49
instr[4], riscv/dp/_19098_, NOR3x2_ASAP7_75t_R, 170.10
instr[4], riscv/dp/_19098_, AO22x1_ASAP7_75t_R,  91.36
instr[4], riscv/dp/_19098_, AO21x2_ASAP7_75t_R,  23.62
instr[4], riscv/dp/_19098_, AND3x4_ASAP7_75t_R,  28.65
instr[4], riscv/dp/_19098_, OR2x6_ASAP7_75t_R,  30.45
instr[4], riscv/dp/_19098_, AO21x1_ASAP7_75t_R,  21.48
instr[4], riscv/dp/_19098_, OA211x2_ASAP7_75t_R,  57.65
instr[4], riscv/dp/_19098_, AND2x2_ASAP7_75t_R,  39.96
instr[4], riscv/dp/_19098_, AO221x1_ASAP7_75t_R,  20.57
instr[4], riscv/dp/_19098_, DFFLQNx2_ASAP7_75t_R,   0.00
,,,
riscv/dp/_19901_, riscv/dp/_18863_, DFFASRHQNx1_ASAP7_75t_R,  84.04  
riscv/dp/_19901_, riscv/dp/_18863_, OR4x1_ASAP7_75t_R,  37.76 
riscv/dp/_19901_, riscv/dp/_18863_, NOR2x1_ASAP7_75t_R,  10.41 
riscv/dp/_19901_, riscv/dp/_18863_, AND4x2_ASAP7_75t_R,  44.62 
riscv/dp/_19901_, riscv/dp/_18863_, AO22x2_ASAP7_75t_R,  37.57 
riscv/dp/_19901_, riscv/dp/_18863_, INVx1_ASAP7_75t_R,20.42 
riscv/dp/_19901_, riscv/dp/_18863_, OR5x2_ASAP7_75t_R,  77.35 
riscv/dp/_19901_, riscv/dp/_18863_, AND2x2_ASAP7_75t_R, 131.74 
riscv/dp/_19901_, riscv/dp/_18863_, BUFx16f_ASAP7_75t_R,23.84 
riscv/dp/_19901_, riscv/dp/_18863_, BUFx16f_ASAP7_75t_R,29.73 
riscv/dp/_19901_, riscv/dp/_18863_, BUFx16f_ASAP7_75t_R,72.47 
riscv/dp/_19901_, riscv/dp/_18863_, AO221x1_ASAP7_75t_R,  37.62 
riscv/dp/_19901_, riscv/dp/_18863_, OA211x2_ASAP7_75t_R,  27.61 
riscv/dp/_19901_, riscv/dp/_18863_, AO221x2_ASAP7_75t_R,  35.54 
riscv/dp/_19901_, riscv/dp/_18863_, NAND2x2_ASAP7_75t_R,  25.24 
